filename,width,height,xmin,ymin,xmax,ymax
125_aug0.jpg,301,442,201,240,233,279
125_aug1.jpg,301,442,200,240,232,278
125_aug2.jpg,301,442,200,240,232,278
125_aug3.jpg,301,442,51,229,94,274
126_aug0.jpg,759,1024,676,503,710,537
126_aug0.jpg,759,1024,365,794,383,830
126_aug1.jpg,759,1024,675,503,710,537
126_aug1.jpg,759,1024,364,794,382,830
126_aug2.jpg,759,1024,723,576,758,615
126_aug2.jpg,759,1024,342,773,368,809
126_aug3.jpg,759,1024,679,561,722,604
126_aug3.jpg,759,1024,288,792,315,834
127_aug0.jpg,480,585,108,269,160,334
127_aug1.jpg,480,585,319,269,372,334
127_aug2.jpg,480,585,319,269,372,334
127_aug3.jpg,480,585,121,291,187,365
128_aug0.jpg,768,923,379,621,403,656
128_aug1.jpg,768,923,328,566,360,605
128_aug2.jpg,768,923,264,649,301,692
128_aug3.jpg,768,923,365,621,388,656
129_aug0.jpg,555,865,134,395,170,421
129_aug1.jpg,555,865,406,450,447,480
129_aug2.jpg,555,865,385,394,420,421
129_aug3.jpg,555,865,102,427,142,459
13_aug0.jpg,500,682,170,159,278,261
13_aug1.jpg,500,682,222,159,329,260
13_aug2.jpg,500,682,153,182,277,289
13_aug3.jpg,500,682,248,126,357,239
130_aug0.jpg,263,371,37,208,57,230
130_aug1.jpg,263,371,37,207,57,229
130_aug2.jpg,263,371,204,143,229,170
130_aug3.jpg,263,371,185,214,209,241
131_aug0.jpg,305,500,217,228,254,269
131_aug1.jpg,305,500,53,220,94,263
131_aug2.jpg,305,500,51,228,87,268
131_aug3.jpg,305,500,51,228,87,268
132_aug0.jpg,323,500,241,232,273,270
132_aug1.jpg,323,500,258,199,298,240
132_aug2.jpg,323,500,49,231,81,270
132_aug3.jpg,323,500,231,236,264,276
133_aug0.jpg,372,370,156,120,193,166
133_aug1.jpg,372,370,174,137,214,185
133_aug2.jpg,372,370,155,119,192,166
133_aug3.jpg,372,370,155,119,192,166
134_aug0.jpg,287,502,117,243,168,306
134_aug0.jpg,287,502,68,144,114,195
134_aug0.jpg,287,502,150,306,205,361
134_aug0.jpg,287,502,180,347,224,387
134_aug1.jpg,287,502,101,257,174,337
134_aug1.jpg,287,502,94,143,158,209
134_aug1.jpg,287,502,113,330,187,404
134_aug1.jpg,287,502,133,381,190,436
134_aug2.jpg,287,502,119,242,170,305
134_aug2.jpg,287,502,173,144,219,194
134_aug2.jpg,287,502,81,305,136,360
134_aug2.jpg,287,502,63,347,106,387
134_aug3.jpg,287,502,116,242,167,305
134_aug3.jpg,287,502,67,144,113,194
134_aug3.jpg,287,502,150,305,205,360
134_aug3.jpg,287,502,180,347,223,387
135_aug0.jpg,662,1024,424,89,499,174
135_aug1.jpg,662,1024,164,82,242,169
135_aug2.jpg,662,1024,163,89,238,174
135_aug3.jpg,662,1024,95,184,188,285
136_aug0.jpg,580,951,468,564,530,646
136_aug1.jpg,580,951,504,531,568,618
136_aug2.jpg,580,951,55,550,123,640
136_aug3.jpg,580,951,59,598,123,685
137_aug0.jpg,751,955,370,61,411,113
137_aug1.jpg,751,955,370,61,410,113
137_aug2.jpg,751,955,370,61,410,113
137_aug3.jpg,751,955,324,37,373,91
138_aug0.jpg,245,450,83,159,116,214
138_aug1.jpg,245,450,76,153,116,212
138_aug2.jpg,245,450,119,166,164,228
138_aug3.jpg,245,450,143,152,191,214
139_aug0.jpg,580,951,468,569,531,643
139_aug1.jpg,951,580,533,54,616,122
139_aug2.jpg,580,951,503,445,579,540
139_aug3.jpg,580,951,468,569,531,643
14_aug0.jpg,495,835,181,412,249,573
14_aug1.jpg,495,835,183,365,288,527
14_aug2.jpg,495,835,246,261,314,422
14_aug3.jpg,495,835,245,424,336,603
140_aug0.jpg,800,1093,320,711,414,782
140_aug1.jpg,800,1093,296,719,403,812
140_aug2.jpg,800,1093,286,656,390,732
140_aug3.jpg,800,1093,421,757,516,829
141_aug0.jpg,299,335,125,73,167,106
141_aug1.jpg,299,335,151,85,203,128
141_aug2.jpg,299,335,107,75,150,111
141_aug3.jpg,299,335,125,73,166,105
142_aug0.jpg,811,1024,548,530,615,619
142_aug1.jpg,811,1024,548,530,615,619
142_aug2.jpg,811,1024,548,530,615,619
142_aug3.jpg,1024,811,405,548,494,615
143_aug0.jpg,285,380,222,215,255,252
143_aug0.jpg,285,380,189,200,217,233
143_aug1.jpg,285,380,30,214,63,251
143_aug1.jpg,285,380,68,200,96,232
143_aug2.jpg,285,380,221,214,254,251
143_aug2.jpg,285,380,188,200,216,232
143_aug3.jpg,285,380,221,214,254,251
143_aug3.jpg,285,380,188,200,216,232
144_aug0.jpg,495,835,185,409,242,575
144_aug1.jpg,495,835,252,409,310,575
144_aug2.jpg,495,835,252,409,310,575
144_aug3.jpg,495,835,184,409,242,575
145_aug0.jpg,224,300,73,144,109,220
145_aug0.jpg,224,300,108,142,147,219
145_aug1.jpg,224,300,108,150,148,233
145_aug1.jpg,224,300,69,147,112,230
145_aug2.jpg,224,300,84,161,138,241
145_aug2.jpg,224,300,115,148,171,231
145_aug3.jpg,224,300,112,123,158,198
145_aug3.jpg,224,300,73,126,122,203
146_aug0.jpg,223,297,28,172,60,205
146_aug1.jpg,223,297,17,144,55,180
146_aug2.jpg,223,297,162,153,197,190
146_aug3.jpg,223,297,26,183,64,224
147_aug0.jpg,226,298,91,129,133,225
147_aug1.jpg,226,298,90,129,132,224
147_aug2.jpg,298,226,73,93,168,134
147_aug3.jpg,298,226,73,93,168,134
148_aug0.jpg,254,483,49,114,96,162
148_aug0.jpg,254,483,77,48,113,87
148_aug1.jpg,254,483,48,113,95,162
148_aug1.jpg,254,483,77,48,112,86
148_aug2.jpg,254,483,61,75,122,133
148_aug2.jpg,254,483,110,23,157,70
148_aug3.jpg,254,483,48,113,95,162
148_aug3.jpg,254,483,77,48,112,86
149_aug0.jpg,319,483,105,54,136,98
149_aug1.jpg,319,483,182,54,214,97
149_aug2.jpg,319,483,104,54,136,97
149_aug3.jpg,319,483,174,68,206,114
15_aug0.jpg,750,881,489,597,533,634
15_aug1.jpg,750,881,489,597,532,634
15_aug2.jpg,750,881,443,611,492,654
15_aug3.jpg,881,750,597,489,634,532
150_aug0.jpg,371,380,267,232,298,268
150_aug1.jpg,371,380,45,189,84,233
150_aug2.jpg,371,380,72,232,103,267
150_aug3.jpg,371,380,72,232,103,267
151_aug0.jpg,360,359,249,204,279,238
151_aug1.jpg,360,359,68,209,99,244
151_aug2.jpg,360,359,81,203,111,238
151_aug3.jpg,360,359,250,151,292,195
152_aug0.jpg,630,630,301,69,348,122
152_aug1.jpg,630,630,308,27,357,86
152_aug2.jpg,630,630,279,77,333,135
152_aug3.jpg,630,630,270,42,319,100
153_aug0.jpg,591,1024,466,314,538,403
153_aug1.jpg,591,1024,506,303,588,407
153_aug2.jpg,591,1024,465,314,537,403
153_aug3.jpg,1024,591,296,499,400,587
154_aug0.jpg,661,740,272,386,354,569
154_aug0.jpg,661,740,358,417,405,487
154_aug0.jpg,661,740,411,391,458,532
154_aug1.jpg,661,740,337,330,482,530
154_aug1.jpg,661,740,298,390,369,473
154_aug1.jpg,661,740,236,386,332,534
154_aug2.jpg,661,740,234,354,362,538
154_aug2.jpg,661,740,212,365,274,441
154_aug2.jpg,661,740,150,327,234,464
154_aug3.jpg,661,740,272,386,354,569
154_aug3.jpg,661,740,357,417,405,487
154_aug3.jpg,661,740,410,390,458,532
155_aug0.jpg,488,812,154,553,204,602
155_aug1.jpg,488,812,154,553,204,602
155_aug2.jpg,488,812,154,553,204,602
155_aug3.jpg,488,812,196,510,254,566
156_aug0.jpg,519,812,201,529,259,591
156_aug1.jpg,519,812,200,221,259,283
156_aug2.jpg,519,812,259,528,318,590
156_aug3.jpg,519,812,281,487,344,554
157_aug0.jpg,515,812,212,531,260,585
157_aug1.jpg,515,812,194,573,242,632
157_aug2.jpg,515,812,237,482,289,539
157_aug3.jpg,515,812,254,531,303,585
158_aug0.jpg,872,1024,578,202,675,349
158_aug0.jpg,872,1024,570,67,609,132
158_aug1.jpg,872,1024,160,287,298,453
158_aug1.jpg,872,1024,193,158,250,230
158_aug2.jpg,872,1024,578,675,674,822
158_aug2.jpg,872,1024,569,892,608,957
158_aug3.jpg,872,1024,563,646,668,793
158_aug3.jpg,872,1024,544,851,587,916
159_aug0.jpg,394,496,198,39,212,60
159_aug1.jpg,394,496,210,56,224,78
159_aug2.jpg,394,496,181,21,197,42
159_aug3.jpg,394,496,225,40,243,63
16_aug0.jpg,495,835,187,410,244,570
16_aug1.jpg,495,835,251,410,307,569
16_aug2.jpg,495,835,160,400,250,557
16_aug3.jpg,495,835,204,373,278,526
160_aug0.jpg,263,345,119,66,155,109
160_aug0.jpg,263,345,36,98,62,134
160_aug0.jpg,263,345,13,89,29,108
160_aug1.jpg,263,345,107,65,143,108
160_aug1.jpg,263,345,200,98,227,134
160_aug1.jpg,263,345,234,89,249,107
160_aug2.jpg,263,345,119,65,155,108
160_aug2.jpg,263,345,35,98,62,134
160_aug2.jpg,263,345,13,89,28,107
160_aug3.jpg,263,345,132,75,181,129
160_aug3.jpg,263,345,214,137,251,181
160_aug3.jpg,263,345,254,139,262,163
161_aug0.jpg,555,865,139,395,169,429
161_aug1.jpg,555,865,373,389,414,432
161_aug2.jpg,555,865,119,426,157,465
161_aug3.jpg,555,865,385,394,415,429
162_aug0.jpg,484,734,310,355,357,425
162_aug1.jpg,484,734,282,398,336,478
162_aug2.jpg,484,734,126,354,173,424
162_aug3.jpg,484,734,126,354,173,424
163_aug0.jpg,410,498,138,242,183,298
163_aug1.jpg,410,498,145,255,200,317
163_aug2.jpg,410,498,218,208,273,271
163_aug3.jpg,410,498,227,241,271,297
164_aug0.jpg,756,960,281,362,337,443
164_aug0.jpg,756,960,233,389,273,449
164_aug1.jpg,756,960,419,361,474,442
164_aug1.jpg,756,960,483,388,523,448
164_aug2.jpg,756,960,281,361,336,442
164_aug2.jpg,756,960,232,388,272,448
164_aug3.jpg,756,960,299,380,373,469
164_aug3.jpg,756,960,255,390,308,455
165_aug0.jpg,275,353,134,24,150,42
165_aug1.jpg,275,353,140,3,157,23
165_aug2.jpg,275,353,87,27,109,51
165_aug3.jpg,275,353,124,24,140,41
166_aug0.jpg,360,360,133,129,208,232
166_aug1.jpg,360,360,130,118,207,227
166_aug2.jpg,360,360,168,118,245,217
166_aug3.jpg,360,360,138,120,244,242
167_aug0.jpg,259,398,192,223,214,253
167_aug1.jpg,259,398,44,222,66,253
167_aug2.jpg,259,398,48,210,77,243
167_aug3.jpg,259,398,41,213,65,244
168_aug0.jpg,630,630,302,67,346,128
168_aug1.jpg,630,630,302,67,346,128
168_aug2.jpg,630,630,224,46,281,119
168_aug3.jpg,630,630,320,78,384,150
169_aug0.jpg,355,480,151,323,181,357
169_aug1.jpg,355,480,114,307,152,347
169_aug2.jpg,355,480,174,322,203,356
169_aug3.jpg,355,480,145,324,177,359
17_aug0.jpg,484,734,307,357,357,421
17_aug1.jpg,484,734,324,334,376,399
17_aug2.jpg,484,734,288,357,345,424
17_aug3.jpg,484,734,307,356,357,420
170_aug0.jpg,840,1200,77,431,268,609
170_aug1.jpg,840,1200,511,450,719,642
170_aug2.jpg,840,1200,42,510,292,753
170_aug3.jpg,840,1200,28,395,241,594
171_aug0.jpg,747,1024,269,725,360,816
171_aug1.jpg,747,1024,386,725,478,816
171_aug2.jpg,747,1024,454,617,575,731
171_aug3.jpg,747,1024,319,694,411,785
172_aug0.jpg,285,380,217,212,252,258
172_aug0.jpg,285,380,190,204,212,236
172_aug1.jpg,285,380,195,240,242,297
172_aug1.jpg,285,380,173,225,204,264
172_aug2.jpg,285,380,32,212,68,258
172_aug2.jpg,285,380,73,204,94,235
172_aug3.jpg,285,380,216,212,252,258
172_aug3.jpg,285,380,190,204,211,235
173_aug0.jpg,657,728,486,443,556,543
173_aug1.jpg,657,728,69,462,140,563
173_aug2.jpg,657,728,485,442,555,542
173_aug3.jpg,657,728,485,442,555,542
174_aug0.jpg,552,1024,171,336,242,427
174_aug1.jpg,552,1024,309,336,381,427
174_aug2.jpg,552,1024,201,318,299,427
174_aug3.jpg,552,1024,309,336,381,427
175_aug0.jpg,704,1024,207,357,283,450
175_aug0.jpg,704,1024,125,421,191,489
175_aug0.jpg,704,1024,302,299,391,408
175_aug0.jpg,704,1024,429,329,509,430
175_aug1.jpg,704,1024,369,633,456,733
175_aug1.jpg,704,1024,467,611,541,686
175_aug1.jpg,704,1024,257,656,359,773
175_aug1.jpg,704,1024,149,616,241,725
175_aug2.jpg,1024,704,561,219,648,298
175_aug2.jpg,1024,704,526,133,590,202
175_aug2.jpg,1024,704,598,317,700,410
175_aug2.jpg,1024,704,576,448,671,532
175_aug3.jpg,704,1024,207,357,282,450
175_aug3.jpg,704,1024,124,421,190,489
175_aug3.jpg,704,1024,302,299,391,408
175_aug3.jpg,704,1024,429,329,509,430
176_aug0.jpg,822,1024,228,294,281,353
176_aug1.jpg,822,1024,541,294,593,353
176_aug2.jpg,822,1024,565,298,619,359
176_aug3.jpg,822,1024,553,323,622,396
177_aug0.jpg,603,1024,218,357,303,442
177_aug0.jpg,603,1024,325,371,405,467
177_aug1.jpg,603,1024,221,423,311,507
177_aug1.jpg,603,1024,327,442,413,536
177_aug2.jpg,603,1024,300,357,384,442
177_aug2.jpg,603,1024,198,371,278,467
177_aug3.jpg,603,1024,264,380,376,490
177_aug3.jpg,603,1024,169,433,280,550
178_aug0.jpg,820,1024,571,634,638,719
178_aug1.jpg,820,1024,198,716,287,817
178_aug2.jpg,820,1024,182,634,249,719
178_aug3.jpg,820,1024,182,634,249,719
179_aug0.jpg,685,1023,79,427,138,491
179_aug1.jpg,1023,685,550,552,614,613
179_aug2.jpg,685,1023,594,529,658,597
179_aug3.jpg,685,1023,79,426,138,490
18_aug0.jpg,697,1024,479,585,568,691
18_aug1.jpg,697,1024,129,585,217,691
18_aug2.jpg,697,1024,507,533,610,648
18_aug3.jpg,697,1024,176,671,287,795
180_aug0.jpg,1024,1024,632,654,718,748
180_aug1.jpg,1024,1024,632,654,718,748
180_aug2.jpg,1024,1024,632,654,718,748
180_aug3.jpg,1024,1024,391,641,502,752
181_aug0.jpg,667,1024,251,186,326,274
181_aug1.jpg,667,1024,250,186,325,274
181_aug2.jpg,667,1024,341,186,416,274
181_aug3.jpg,667,1024,341,186,416,274
182_aug0.jpg,841,1024,521,157,594,271
182_aug1.jpg,841,1024,416,150,516,286
182_aug2.jpg,841,1024,520,157,594,271
182_aug3.jpg,841,1024,281,80,352,203
183_aug0.jpg,657,1024,510,310,593,402
183_aug1.jpg,1024,657,310,510,402,593
183_aug2.jpg,657,1024,14,365,119,478
183_aug3.jpg,657,1024,78,257,177,355
184_aug0.jpg,896,1024,557,533,627,609
184_aug1.jpg,896,1024,586,543,663,616
184_aug2.jpg,896,1024,269,533,339,609
184_aug3.jpg,896,1024,269,533,339,609
185_aug0.jpg,749,1024,303,773,360,837
185_aug1.jpg,749,1024,428,743,502,820
185_aug2.jpg,749,1024,388,773,446,837
185_aug3.jpg,749,1024,465,700,536,772
186_aug0.jpg,1024,731,364,430,424,484
186_aug0.jpg,1024,731,803,390,865,451
186_aug1.jpg,1024,731,582,453,648,517
186_aug1.jpg,1024,731,154,357,223,428
186_aug2.jpg,1024,731,600,430,660,483
186_aug2.jpg,1024,731,159,390,221,451
186_aug3.jpg,1024,731,657,376,730,442
186_aug3.jpg,1024,731,200,430,276,504
187_aug0.jpg,659,1024,411,736,500,815
187_aug1.jpg,659,1024,435,668,522,745
187_aug2.jpg,659,1024,411,736,500,815
187_aug3.jpg,659,1024,158,736,247,815
188_aug0.jpg,578,1024,281,364,353,439
188_aug0.jpg,578,1024,189,349,253,425
188_aug1.jpg,578,1024,220,417,302,499
188_aug1.jpg,578,1024,313,386,388,468
188_aug2.jpg,578,1024,216,381,304,472
188_aug2.jpg,578,1024,131,400,212,489
188_aug3.jpg,578,1024,241,376,315,462
188_aug3.jpg,578,1024,155,368,222,455
189_aug0.jpg,480,585,108,274,160,331
189_aug1.jpg,480,585,107,274,160,331
189_aug2.jpg,480,585,292,261,351,324
189_aug3.jpg,480,585,319,274,372,331
19_aug0.jpg,909,1024,558,513,649,639
19_aug1.jpg,909,1024,536,508,653,651
19_aug2.jpg,909,1024,557,513,648,639
19_aug3.jpg,909,1024,260,513,351,639
190_aug0.jpg,441,706,338,342,391,407
190_aug1.jpg,441,706,329,308,392,376
190_aug2.jpg,441,706,338,341,390,406
190_aug3.jpg,441,706,50,341,102,406
191_aug0.jpg,484,734,308,362,356,422
191_aug1.jpg,484,734,292,374,359,447
191_aug2.jpg,484,734,307,362,355,421
191_aug3.jpg,484,734,128,362,176,421
192_aug0.jpg,837,1024,192,427,269,511
192_aug1.jpg,837,1024,578,400,666,495
192_aug2.jpg,837,1024,582,428,672,519
192_aug3.jpg,837,1024,548,448,632,543
193_aug0.jpg,540,746,61,382,126,438
193_aug1.jpg,540,746,55,392,134,458
193_aug2.jpg,540,746,423,370,496,438
193_aug3.jpg,540,746,60,364,135,427
194_aug0.jpg,515,836,279,102,356,189
194_aug1.jpg,515,836,278,101,355,189
194_aug2.jpg,515,836,302,146,385,241
194_aug3.jpg,515,836,22,74,124,183
195_aug0.jpg,413,814,77,426,225,486
195_aug1.jpg,413,814,76,426,225,486
195_aug2.jpg,413,814,76,426,225,486
195_aug3.jpg,413,814,63,424,210,494
196_aug0.jpg,438,834,91,436,255,508
196_aug1.jpg,438,834,189,432,356,512
196_aug2.jpg,438,834,47,362,226,482
196_aug3.jpg,438,834,183,436,347,508
197_aug0.jpg,1018,743,594,383,632,437
197_aug1.jpg,1018,743,584,396,638,459
197_aug2.jpg,1018,743,593,382,632,436
197_aug3.jpg,1018,743,593,382,632,436
198_aug0.jpg,1018,743,645,433,689,479
198_aug1.jpg,1018,743,611,460,668,518
198_aug2.jpg,1018,743,328,433,372,479
198_aug3.jpg,1018,743,284,381,333,432
199_aug0.jpg,1018,743,567,440,609,496
199_aug1.jpg,1018,743,353,413,406,479
199_aug2.jpg,1018,743,450,472,497,533
199_aug3.jpg,1018,743,453,477,501,536
2_aug0.jpg,394,496,194,38,217,67
2_aug1.jpg,394,496,177,38,200,67
2_aug2.jpg,394,496,177,38,200,67
2_aug3.jpg,394,496,192,41,215,71
20_aug0.jpg,480,585,102,268,161,332
20_aug1.jpg,480,585,306,237,377,309
20_aug2.jpg,480,585,318,268,377,332
20_aug3.jpg,480,585,118,251,177,311
200_aug0.jpg,549,543,352,280,388,321
200_aug1.jpg,549,543,142,279,181,324
200_aug2.jpg,549,543,343,264,386,311
200_aug3.jpg,549,543,160,280,197,321
201_aug0.jpg,575,562,416,281,485,363
201_aug1.jpg,575,562,109,261,187,350
201_aug2.jpg,575,562,66,276,150,364
201_aug3.jpg,575,562,89,281,159,362
202_aug0.jpg,575,562,417,281,485,352
202_aug1.jpg,575,562,89,281,157,352
202_aug2.jpg,575,562,387,323,460,402
202_aug3.jpg,575,562,417,281,485,352
203_aug0.jpg,768,964,505,530,567,601
203_aug1.jpg,768,964,527,504,598,583
203_aug2.jpg,768,964,201,529,263,600
203_aug3.jpg,964,768,262,260,350,343
204_aug0.jpg,768,964,515,457,579,536
204_aug1.jpg,768,964,543,418,617,502
204_aug2.jpg,768,964,515,456,579,536
204_aug3.jpg,768,964,180,419,255,502
205_aug0.jpg,634,1125,206,774,349,915
205_aug1.jpg,634,1125,135,755,317,941
205_aug2.jpg,634,1125,156,720,341,903
205_aug3.jpg,634,1125,205,774,349,914
206_aug0.jpg,621,1125,262,900,381,1000
206_aug1.jpg,621,1125,261,900,381,1000
206_aug2.jpg,621,1125,310,867,454,998
206_aug3.jpg,621,1125,261,900,381,1000
207_aug0.jpg,563,1125,225,705,346,827
207_aug1.jpg,563,1125,225,704,346,827
207_aug2.jpg,563,1125,152,641,284,778
207_aug3.jpg,563,1125,167,675,311,820
208_aug0.jpg,359,675,140,385,196,444
208_aug1.jpg,359,675,139,390,196,452
208_aug2.jpg,359,675,136,344,203,411
208_aug3.jpg,359,675,144,417,205,481
209_aug0.jpg,345,768,198,478,246,529
209_aug1.jpg,345,768,101,461,159,521
209_aug2.jpg,345,768,201,501,249,556
209_aug3.jpg,345,768,197,477,245,528
21_aug0.jpg,300,270,63,125,107,171
21_aug0.jpg,300,270,31,141,67,180
21_aug1.jpg,270,300,124,173,178,226
21_aug1.jpg,270,300,124,216,169,259
21_aug2.jpg,300,270,183,151,241,207
21_aug2.jpg,300,270,222,178,270,225
21_aug3.jpg,270,300,124,192,170,237
21_aug3.jpg,270,300,140,232,180,268
210_aug0.jpg,1024,1286,905,335,974,405
210_aug1.jpg,1024,1286,0,395,43,472
210_aug2.jpg,1024,1286,905,334,974,405
210_aug3.jpg,1024,1286,50,334,119,405
211_aug0.jpg,1024,1280,905,331,956,374
211_aug1.jpg,1024,1280,872,277,936,334
211_aug2.jpg,1024,1280,68,330,119,374
211_aug3.jpg,1024,1280,778,263,844,322
212_aug0.jpg,582,1500,267,470,328,538
212_aug1.jpg,582,1500,253,469,315,537
212_aug2.jpg,582,1500,213,515,293,596
212_aug3.jpg,582,1500,299,571,365,643
213_aug0.jpg,946,1500,285,781,378,899
213_aug0.jpg,946,1500,376,746,469,869
213_aug1.jpg,946,1500,302,842,407,975
213_aug1.jpg,946,1500,398,810,504,949
213_aug2.jpg,946,1500,567,780,661,899
213_aug2.jpg,946,1500,476,746,570,868
213_aug3.jpg,946,1500,284,780,378,899
